file_id,dataset,scenario,branch,track,llm_version,run_id,output_type,expected_model,expected_hyperparameters,t0_format_followed,t1_format_followed,t1_has_previous_summary,t1_overcleaned_flag,t2_format_followed,t2_has_previous_summary,t2_model_confirmed_nonempty,t2_hyperparams_confirmed_nonempty,t2_understands_blockwise,t2_understands_retraining,t2_understands_groundtruth,t3_parse_success,t3_extra_text_flag,t3_has_seed,t3_reads_csv,t3_correct_split_80_20,t3_correct_block_size,t3_retraining_implemented,t3_uses_ground_truth,t3_remainder_handled,t3_prints_forecasts,code_model_matches_expected,code_hyperparams_match_expected,script_uses_expected_family,format_follow_score,scenario_understanding_score,code_structure_score,model_hyperparam_score,turn0_score,turn1_score,turn2_score,turn3_score,overall_protocol_score,strict_protocol_pass
Part2-ETTh1-S3-ChalML-DeepSeekV4Pro-Run3,ETTh1,S3,ChalML,challenger_ml,DeepSeekV4Pro,3,SCRIPT,XGBoost,"{""lags"": 12, ""learning_rate"": 0.1, ""max_depth"": 3, ""multi_step_strategy"": ""direct"", ""n_estimators"": 50}",True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,66.67,60.0,88.89,100.0,100.0,66.67,57.14,92.31,78.89,False
Part2-ETTh1-S4-Base-DeepSeekV4Pro-Run1,ETTh1,S4,Base,baseline,DeepSeekV4Pro,1,SCRIPT,SARIMA,"{""order"": [2, 1, 2], ""seasonal_order"": [1, 1, 1, 24], ""trend"": ""n""}",True,True,False,False,True,False,True,True,False,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,66.67,60.0,88.89,100.0,100.0,66.67,57.14,92.31,78.89,False
Part2-ETTh1-S4-Base-DeepSeekV4Pro-Run2,ETTh1,S4,Base,baseline,DeepSeekV4Pro,2,SCRIPT,SARIMA,"{""order"": [2, 1, 2], ""seasonal_order"": [1, 1, 1, 24], ""trend"": ""n""}",True,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,66.67,80.0,88.89,100.0,100.0,66.67,71.43,92.31,83.89,False
Part2-ETTh1-S4-Base-DeepSeekV4Pro-Run3,ETTh1,S4,Base,baseline,DeepSeekV4Pro,3,SCRIPT,SARIMA,"{""order"": [2, 1, 2], ""seasonal_order"": [1, 1, 1, 24], ""trend"": ""n""}",True,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,66.67,80.0,88.89,100.0,100.0,66.67,71.43,92.31,83.89,False
Part2-ETTh1-S4-ChalDL-ClaudeOpus47-Run1,ETTh1,S4,ChalDL,challenger_dl,ClaudeOpus47,1,SCRIPT,TCN,"{""batch_size"": 32, ""dilations"": [1, 2, 4, 8, 16, 32], ""epochs"": 20, ""hidden_size"": 64, ""input_size"": 7, ""kernel_size"": 4, ""lr"": 0.001, ""num_layers"": 4, ""pred_len"": 168, ""seq_len"": 168}",True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True,True,83.33,100.0,66.67,100.0,100.0,100.0,85.71,76.92,87.5,False
Part2-ETTh1-S4-ChalDL-DeepSeekV4Pro-Run1,ETTh1,S4,ChalDL,challenger_dl,DeepSeekV4Pro,1,SCRIPT,TCN,"{""batch_size"": 32, ""dilations"": [1, 2, 4, 8, 16, 32], ""epochs"": 20, ""hidden_size"": 64, ""input_size"": 7, ""kernel_size"": 4, ""lr"": 0.001, ""num_layers"": 4, ""pred_len"": 168, ""seq_len"": 168}",True,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,50.0,80.0,88.89,100.0,100.0,66.67,71.43,84.62,79.72,False
Part2-ETTh1-S4-ChalDL-DeepSeekV4Pro-Run2,ETTh1,S4,ChalDL,challenger_dl,DeepSeekV4Pro,2,SCRIPT,TCN,"{""batch_size"": 32, ""dilations"": [1, 2, 4, 8, 16, 32], ""epochs"": 20, ""hidden_size"": 64, ""input_size"": 7, ""kernel_size"": 4, ""lr"": 0.001, ""num_layers"": 4, ""pred_len"": 168, ""seq_len"": 168}",True,True,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,False,True,False,False,True,True,True,66.67,80.0,66.67,100.0,100.0,66.67,71.43,76.92,78.34,False
Part2-ETTh1-S4-ChalDL-DeepSeekV4Pro-Run3,ETTh1,S4,ChalDL,challenger_dl,DeepSeekV4Pro,3,SCRIPT,TCN,"{""batch_size"": 32, ""dilations"": [1, 2, 4, 8, 16, 32], ""epochs"": 20, ""hidden_size"": 64, ""input_size"": 7, ""kernel_size"": 4, ""lr"": 0.001, ""num_layers"": 4, ""pred_len"": 168, ""seq_len"": 168}",True,True,False,False,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,False,True,True,True,True,66.67,60.0,77.78,100.0,100.0,66.67,57.14,84.62,76.11,False
Part2-ETTh1-S4-ChalDL-Gemini31Pro-Run1,ETTh1,S4,ChalDL,challenger_dl,Gemini31Pro,1,SCRIPT,TCN,"{""batch_size"": 32, ""dilations"": [1, 2, 4, 8, 16, 32], ""epochs"": 20, ""hidden_size"": 64, ""input_size"": 7, ""kernel_size"": 4, ""lr"": 0.001, ""num_layers"": 4, ""pred_len"": 168, ""seq_len"": 168}",True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,100.0,40.0,77.78,100.0,100.0,100.0,57.14,84.62,79.44,False
Part2-ETTh1-S4-ChalDL-GPT55-Run1,ETTh1,S4,ChalDL,challenger_dl,GPT55,1,SCRIPT,TCN,"{""batch_size"": 32, ""dilations"": [1, 2, 4, 8, 16, 32], ""epochs"": 20, ""hidden_size"": 64, ""input_size"": 7, ""kernel_size"": 4, ""lr"": 0.001, ""num_layers"": 4, ""pred_len"": 168, ""seq_len"": 168}",True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,100.0,100.0,77.78,100.0,100.0,100.0,100.0,84.62,94.44,False
Part2-ETTh1-S4-ChalDL-Grok43-Run1,ETTh1,S4,ChalDL,challenger_dl,Grok43,1,ERROR,TCN,"{""batch_size"": 32, ""dilations"": [1, 2, 4, 8, 16, 32], ""epochs"": 20, ""hidden_size"": 64, ""input_size"": 7, ""kernel_size"": 4, ""lr"": 0.001, ""num_layers"": 4, ""pred_len"": 168, ""seq_len"": 168}",True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,,,,66.67,100.0,0.0,,100.0,66.67,85.71,50.0,55.56,False
Part2-ETTh1-S4-ChalDL-KimiK26-Run1,ETTh1,S4,ChalDL,challenger_dl,KimiK26,1,ERROR,TCN,"{""batch_size"": 32, ""dilations"": [1, 2, 4, 8, 16, 32], ""epochs"": 20, ""hidden_size"": 64, ""input_size"": 7, ""kernel_size"": 4, ""lr"": 0.001, ""num_layers"": 4, ""pred_len"": 168, ""seq_len"": 168}",True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,,,,100.0,80.0,0.0,,100.0,100.0,85.71,50.0,60.0,False
Part2-ETTh1-S4-ChalML-DeepSeekV4Pro-Run1,ETTh1,S4,ChalML,challenger_ml,DeepSeekV4Pro,1,SCRIPT,LightGBM,"{""lags"": 168, ""learning_rate"": 0.05, ""max_depth"": 5, ""multi_step_strategy"": ""recursive"", ""n_estimators"": 300}",True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,66.67,100.0,88.89,100.0,100.0,66.67,85.71,92.31,88.89,False
Part2-ETTh1-S4-ChalML-DeepSeekV4Pro-Run2,ETTh1,S4,ChalML,challenger_ml,DeepSeekV4Pro,2,SCRIPT,LightGBM,"{""lags"": 168, ""learning_rate"": 0.05, ""max_depth"": 5, ""multi_step_strategy"": ""recursive"", ""n_estimators"": 300}",True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,True,True,True,66.67,100.0,77.78,100.0,100.0,66.67,85.71,84.62,86.11,False
Part2-ETTh1-S4-ChalML-DeepSeekV4Pro-Run3,ETTh1,S4,ChalML,challenger_ml,DeepSeekV4Pro,3,SCRIPT,LightGBM,"{""lags"": 168, ""learning_rate"": 0.05, ""max_depth"": 5, ""multi_step_strategy"": ""recursive"", ""n_estimators"": 300}",True,True,False,False,True,False,True,True,False,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,66.67,60.0,77.78,100.0,100.0,66.67,57.14,84.62,76.11,False
Part2-IceCreamHeater-S1-Base-ClaudeOpus47-Run1,IceCreamHeater,S1,Base,baseline,ClaudeOpus47,1,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,False,False,False,True,True,True,True,100.0,80.0,66.67,100.0,100.0,100.0,85.71,76.92,86.67,False
Part2-IceCreamHeater-S1-Base-ClaudeOpus47-Run2,IceCreamHeater,S1,Base,baseline,ClaudeOpus47,2,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,100.0,40.0,66.67,100.0,100.0,100.0,57.14,76.92,76.67,False
Part2-IceCreamHeater-S1-Base-ClaudeOpus47-Run3,IceCreamHeater,S1,Base,baseline,ClaudeOpus47,3,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,100.0,40.0,66.67,100.0,100.0,100.0,57.14,76.92,76.67,False
Part2-IceCreamHeater-S1-Base-DeepSeekV4Pro-Run1,IceCreamHeater,S1,Base,baseline,DeepSeekV4Pro,1,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True,True,True,100.0,40.0,44.44,100.0,100.0,100.0,57.14,61.54,71.11,False
Part2-IceCreamHeater-S1-Base-DeepSeekV4Pro-Run2,IceCreamHeater,S1,Base,baseline,DeepSeekV4Pro,2,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,False,True,True,False,False,False,True,False,True,True,False,True,False,False,False,True,True,True,True,83.33,40.0,55.56,100.0,100.0,100.0,42.86,69.23,69.72,False
Part2-IceCreamHeater-S1-Base-DeepSeekV4Pro-Run3,IceCreamHeater,S1,Base,baseline,DeepSeekV4Pro,3,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,False,True,False,False,False,True,True,True,True,100.0,40.0,55.56,100.0,100.0,100.0,57.14,69.23,73.89,False
Part2-IceCreamHeater-S1-Base-Gemini31Pro-Run1,IceCreamHeater,S1,Base,baseline,Gemini31Pro,1,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,100.0,40.0,66.67,100.0,100.0,100.0,57.14,76.92,76.67,False
Part2-IceCreamHeater-S1-Base-Gemini31Pro-Run2,IceCreamHeater,S1,Base,baseline,Gemini31Pro,2,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,100.0,40.0,66.67,100.0,100.0,100.0,57.14,76.92,76.67,False
Part2-IceCreamHeater-S1-Base-Gemini31Pro-Run3,IceCreamHeater,S1,Base,baseline,Gemini31Pro,3,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,100.0,40.0,66.67,100.0,100.0,100.0,57.14,76.92,76.67,False
Part2-IceCreamHeater-S1-Base-GPT55-Run1,IceCreamHeater,S1,Base,baseline,GPT55,1,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,False,True,False,False,False,True,True,True,True,100.0,40.0,55.56,100.0,100.0,100.0,57.14,69.23,73.89,False
Part2-IceCreamHeater-S1-Base-GPT55-Run2,IceCreamHeater,S1,Base,baseline,GPT55,2,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,False,True,False,False,False,True,True,True,True,100.0,40.0,55.56,100.0,100.0,100.0,57.14,69.23,73.89,False
Part2-IceCreamHeater-S1-Base-GPT55-Run3,IceCreamHeater,S1,Base,baseline,GPT55,3,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,False,True,False,False,False,True,True,True,True,100.0,40.0,55.56,100.0,100.0,100.0,57.14,69.23,73.89,False
Part2-IceCreamHeater-S1-Base-Grok43-Run1,IceCreamHeater,S1,Base,baseline,Grok43,1,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,False,False,True,False,True,True,False,False,False,True,False,True,True,False,True,False,False,False,True,True,True,True,66.67,40.0,55.56,100.0,100.0,66.67,42.86,69.23,65.56,False
Part2-IceCreamHeater-S1-Base-Grok43-Run2,IceCreamHeater,S1,Base,baseline,Grok43,2,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,False,False,True,False,True,True,False,False,False,True,False,True,True,False,True,False,False,False,True,True,True,True,66.67,40.0,55.56,100.0,100.0,66.67,42.86,69.23,65.56,False
Part2-IceCreamHeater-S1-Base-Grok43-Run3,IceCreamHeater,S1,Base,baseline,Grok43,3,SCRIPT,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,False,False,True,False,True,True,False,False,False,True,False,True,True,False,True,False,False,False,True,True,True,True,66.67,40.0,55.56,100.0,100.0,66.67,42.86,69.23,65.56,False
Part2-IceCreamHeater-S1-Base-KimiK26-Run1,IceCreamHeater,S1,Base,baseline,KimiK26,1,LIST,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,,,,100.0,40.0,100.0,,100.0,100.0,57.14,100.0,80.0,False
Part2-IceCreamHeater-S1-Base-KimiK26-Run2,IceCreamHeater,S1,Base,baseline,KimiK26,2,LIST,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,,,,100.0,40.0,100.0,,100.0,100.0,57.14,100.0,80.0,False
Part2-IceCreamHeater-S1-Base-KimiK26-Run3,IceCreamHeater,S1,Base,baseline,KimiK26,3,LIST,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [1, 1, 1, 12], ""trend"": ""c""}",True,True,True,False,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,,,,100.0,40.0,100.0,,100.0,100.0,57.14,100.0,80.0,False
Part2-IceCreamHeater-S1-ChalDL-ClaudeOpus47-Run1,IceCreamHeater,S1,ChalDL,challenger_dl,ClaudeOpus47,1,SCRIPT,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 50, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 2, ""pred_len"": 1, ""seq_len"": 12}",True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,100.0,40.0,77.78,100.0,100.0,100.0,57.14,84.62,79.44,False
Part2-IceCreamHeater-S1-ChalDL-ClaudeOpus47-Run2,IceCreamHeater,S1,ChalDL,challenger_dl,ClaudeOpus47,2,SCRIPT,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 50, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 2, ""pred_len"": 1, ""seq_len"": 12}",True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,100.0,40.0,77.78,100.0,100.0,100.0,57.14,84.62,79.44,False
Part2-IceCreamHeater-S1-ChalDL-ClaudeOpus47-Run3,IceCreamHeater,S1,ChalDL,challenger_dl,ClaudeOpus47,3,SCRIPT,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 50, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 2, ""pred_len"": 1, ""seq_len"": 12}",True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,100.0,40.0,77.78,100.0,100.0,100.0,57.14,84.62,79.44,False
Part2-IceCreamHeater-S1-ChalDL-DeepSeekV4Pro-Run1,IceCreamHeater,S1,ChalDL,challenger_dl,DeepSeekV4Pro,1,SCRIPT,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 50, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 2, ""pred_len"": 1, ""seq_len"": 12}",True,True,False,False,True,True,True,True,False,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,83.33,40.0,77.78,100.0,100.0,66.67,57.14,84.62,75.28,False
Part2-IceCreamHeater-S1-ChalDL-DeepSeekV4Pro-Run2,IceCreamHeater,S1,ChalDL,challenger_dl,DeepSeekV4Pro,2,SCRIPT,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 50, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 2, ""pred_len"": 1, ""seq_len"": 12}",True,True,False,False,True,True,True,True,False,False,False,True,False,True,True,False,True,False,True,False,True,True,True,True,83.33,40.0,66.67,100.0,100.0,66.67,57.14,76.92,72.5,False
Part2-IceCreamHeater-S1-ChalDL-DeepSeekV4Pro-Run3,IceCreamHeater,S1,ChalDL,challenger_dl,DeepSeekV4Pro,3,SCRIPT,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 50, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 2, ""pred_len"": 1, ""seq_len"": 12}",True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,100.0,40.0,77.78,100.0,100.0,100.0,57.14,84.62,79.44,False
Part2-IceCreamHeater-S1-ChalDL-Gemini31Pro-Run1,IceCreamHeater,S1,ChalDL,challenger_dl,Gemini31Pro,1,SCRIPT,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 50, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 2, ""pred_len"": 1, ""seq_len"": 12}",True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,100.0,40.0,77.78,100.0,100.0,100.0,57.14,84.62,79.44,False
Part2-IceCreamHeater-S1-ChalDL-Gemini31Pro-Run2,IceCreamHeater,S1,ChalDL,challenger_dl,Gemini31Pro,2,SCRIPT,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 50, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 2, ""pred_len"": 1, ""seq_len"": 12}",True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,100.0,40.0,77.78,100.0,100.0,100.0,57.14,84.62,79.44,False
Part2-IceCreamHeater-S1-ChalDL-Gemini31Pro-Run3,IceCreamHeater,S1,ChalDL,challenger_dl,Gemini31Pro,3,SCRIPT,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 50, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 2, ""pred_len"": 1, ""seq_len"": 12}",True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,100.0,40.0,77.78,100.0,100.0,100.0,57.14,84.62,79.44,False
Part2-IceCreamHeater-S1-ChalDL-GPT55-Run1,IceCreamHeater,S1,ChalDL,challenger_dl,GPT55,1,SCRIPT,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 50, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 2, ""pred_len"": 1, ""seq_len"": 12}",True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,100.0,40.0,77.78,100.0,100.0,100.0,57.14,84.62,79.44,False
Part2-IceCreamHeater-S1-ChalDL-GPT55-Run2,IceCreamHeater,S1,ChalDL,challenger_dl,GPT55,2,SCRIPT,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 50, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 2, ""pred_len"": 1, ""seq_len"": 12}",True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,100.0,40.0,77.78,100.0,100.0,100.0,57.14,84.62,79.44,False
Part2-IceCreamHeater-S1-ChalDL-GPT55-Run3,IceCreamHeater,S1,ChalDL,challenger_dl,GPT55,3,SCRIPT,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 50, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 2, ""pred_len"": 1, ""seq_len"": 12}",True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,100.0,40.0,77.78,100.0,100.0,100.0,57.14,84.62,79.44,False
Part2-IceCreamHeater-S1-ChalDL-Grok43-Run1,IceCreamHeater,S1,ChalDL,challenger_dl,Grok43,1,SCRIPT,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 50, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 2, ""pred_len"": 1, ""seq_len"": 12}",True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,False,True,False,False,False,True,True,True,True,66.67,60.0,55.56,100.0,100.0,66.67,57.14,69.23,70.56,False
Part2-IceCreamHeater-S1-ChalDL-Grok43-Run2,IceCreamHeater,S1,ChalDL,challenger_dl,Grok43,2,ERROR,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 50, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 2, ""pred_len"": 1, ""seq_len"": 12}",True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,66.67,40.0,0.0,,100.0,66.67,42.86,50.0,35.56,False
Part2-IceCreamHeater-S1-ChalDL-Grok43-Run3,IceCreamHeater,S1,ChalDL,challenger_dl,Grok43,3,SCRIPT,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 50, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 2, ""pred_len"": 1, ""seq_len"": 12}",True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,66.67,60.0,77.78,100.0,100.0,66.67,57.14,84.62,76.11,False
Part2-IceCreamHeater-S1-ChalDL-KimiK26-Run1,IceCreamHeater,S1,ChalDL,challenger_dl,KimiK26,1,LIST,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 50, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 2, ""pred_len"": 1, ""seq_len"": 12}",True,True,True,False,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,,,,100.0,40.0,100.0,,100.0,100.0,57.14,100.0,80.0,False
Part2-IceCreamHeater-S1-ChalDL-KimiK26-Run2,IceCreamHeater,S1,ChalDL,challenger_dl,KimiK26,2,LIST,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 50, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 2, ""pred_len"": 1, ""seq_len"": 12}",True,True,True,False,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,,,,100.0,40.0,100.0,,100.0,100.0,57.14,100.0,80.0,False
Part2-IceCreamHeater-S1-ChalDL-KimiK26-Run3,IceCreamHeater,S1,ChalDL,challenger_dl,KimiK26,3,LIST,TCN,"{""batch_size"": 16, ""dilations"": [1, 2, 4, 8], ""epochs"": 50, ""hidden_size"": 32, ""input_size"": 2, ""kernel_size"": 3, ""lr"": 0.001, ""num_layers"": 2, ""pred_len"": 1, ""seq_len"": 12}",True,True,True,False,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,,,,100.0,40.0,100.0,,100.0,100.0,57.14,100.0,80.0,False
Part2-IceCreamHeater-S1-ChalML-ClaudeOpus47-Run1,IceCreamHeater,S1,ChalML,challenger_ml,ClaudeOpus47,1,SCRIPT,LightGBM,"{""input_features"": 2, ""lags"": 12, ""learning_rate"": 0.05, ""max_depth"": 6, ""multi_step_strategy"": ""N/A"", ""n_estimators"": 300}",True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,100.0,40.0,88.89,100.0,100.0,100.0,57.14,92.31,82.22,False
Part2-IceCreamHeater-S1-ChalML-ClaudeOpus47-Run2,IceCreamHeater,S1,ChalML,challenger_ml,ClaudeOpus47,2,SCRIPT,LightGBM,"{""input_features"": 2, ""lags"": 12, ""learning_rate"": 0.05, ""max_depth"": 6, ""multi_step_strategy"": ""N/A"", ""n_estimators"": 300}",True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,True,True,100.0,40.0,77.78,100.0,100.0,100.0,57.14,84.62,79.44,False
Part2-IceCreamHeater-S1-ChalML-ClaudeOpus47-Run3,IceCreamHeater,S1,ChalML,challenger_ml,ClaudeOpus47,3,SCRIPT,LightGBM,"{""input_features"": 2, ""lags"": 12, ""learning_rate"": 0.05, ""max_depth"": 6, ""multi_step_strategy"": ""N/A"", ""n_estimators"": 300}",True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,100.0,40.0,77.78,100.0,100.0,100.0,57.14,84.62,79.44,False
