file_id,dataset,scenario,branch,llm_version,run_id,output_type,execution_status,forecast_length,expected_length,error_group,error_category,error,execution_log_file
Part2-ETTh1-S3-ChalDL-KimiK26-Run1,ETTh1,S3,ChalDL,KimiK26,1,SCRIPT,FAIL,,3484,runtime/infra issue,TIMEOUT,script timed out after 900s; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ETTh1-S3-ChalDL-KimiK26-Run1.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ETTh1-S3-ChalDL-KimiK26-Run1.txt
Part2-ETTh1-S3-ChalML-DeepSeekV4Pro-Run1,ETTh1,S3,ChalML,DeepSeekV4Pro,1,SCRIPT,FAIL,,3484,code issue,SCRIPT_SYNTAX_ERROR,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ETTh1-S3-ChalML-DeepSeekV4Pro-Run1.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ETTh1-S3-ChalML-DeepSeekV4Pro-Run1.txt
Part2-ETTh1-S3-ChalML-DeepSeekV4Pro-Run2,ETTh1,S3,ChalML,DeepSeekV4Pro,2,SCRIPT,FAIL,,3484,runtime/infra issue,TIMEOUT,script timed out after 900s; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ETTh1-S3-ChalML-DeepSeekV4Pro-Run2.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ETTh1-S3-ChalML-DeepSeekV4Pro-Run2.txt
Part2-ETTh1-S3-ChalML-DeepSeekV4Pro-Run3,ETTh1,S3,ChalML,DeepSeekV4Pro,3,SCRIPT,FAIL,,3484,code issue,SCRIPT_ATTRIBUTE_ERROR,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ETTh1-S3-ChalML-DeepSeekV4Pro-Run3.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ETTh1-S3-ChalML-DeepSeekV4Pro-Run3.txt
Part2-ETTh1-S4-Base-DeepSeekV4Pro-Run1,ETTh1,S4,Base,DeepSeekV4Pro,1,SCRIPT,FAIL,,3484,runtime/infra issue,TIMEOUT,script timed out after 900s; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ETTh1-S4-Base-DeepSeekV4Pro-Run1.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ETTh1-S4-Base-DeepSeekV4Pro-Run1.txt
Part2-ETTh1-S4-Base-DeepSeekV4Pro-Run2,ETTh1,S4,Base,DeepSeekV4Pro,2,SCRIPT,FAIL,,3484,runtime/infra issue,TIMEOUT,script timed out after 900s; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ETTh1-S4-Base-DeepSeekV4Pro-Run2.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ETTh1-S4-Base-DeepSeekV4Pro-Run2.txt
Part2-ETTh1-S4-Base-DeepSeekV4Pro-Run3,ETTh1,S4,Base,DeepSeekV4Pro,3,SCRIPT,FAIL,,3484,runtime/infra issue,TIMEOUT,script timed out after 900s; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ETTh1-S4-Base-DeepSeekV4Pro-Run3.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ETTh1-S4-Base-DeepSeekV4Pro-Run3.txt
Part2-ETTh1-S4-ChalDL-ClaudeOpus47-Run1,ETTh1,S4,ChalDL,ClaudeOpus47,1,SCRIPT,FAIL,,3484,code issue,SCRIPT_ATTRIBUTE_ERROR,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ETTh1-S4-ChalDL-ClaudeOpus47-Run1.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ETTh1-S4-ChalDL-ClaudeOpus47-Run1.txt
Part2-ETTh1-S4-ChalDL-DeepSeekV4Pro-Run1,ETTh1,S4,ChalDL,DeepSeekV4Pro,1,SCRIPT,FAIL,,3484,code issue,SCRIPT_TORCH_ERROR,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ETTh1-S4-ChalDL-DeepSeekV4Pro-Run1.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ETTh1-S4-ChalDL-DeepSeekV4Pro-Run1.txt
Part2-ETTh1-S4-ChalDL-DeepSeekV4Pro-Run2,ETTh1,S4,ChalDL,DeepSeekV4Pro,2,SCRIPT,FAIL,,3484,runtime/infra issue,TIMEOUT,script timed out after 900s; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ETTh1-S4-ChalDL-DeepSeekV4Pro-Run2.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ETTh1-S4-ChalDL-DeepSeekV4Pro-Run2.txt
Part2-ETTh1-S4-ChalDL-DeepSeekV4Pro-Run3,ETTh1,S4,ChalDL,DeepSeekV4Pro,3,SCRIPT,FAIL,,3484,code issue,SCRIPT_VALUE_ERROR,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ETTh1-S4-ChalDL-DeepSeekV4Pro-Run3.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ETTh1-S4-ChalDL-DeepSeekV4Pro-Run3.txt
Part2-ETTh1-S4-ChalDL-GPT55-Run1,ETTh1,S4,ChalDL,GPT55,1,SCRIPT,FAIL,,3484,code issue,SCRIPT_SYNTAX_ERROR,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ETTh1-S4-ChalDL-GPT55-Run1.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ETTh1-S4-ChalDL-GPT55-Run1.txt
Part2-ETTh1-S4-ChalDL-Gemini31Pro-Run1,ETTh1,S4,ChalDL,Gemini31Pro,1,SCRIPT,FAIL,,3484,code issue,SCRIPT_TORCH_ERROR,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ETTh1-S4-ChalDL-Gemini31Pro-Run1.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ETTh1-S4-ChalDL-Gemini31Pro-Run1.txt
Part2-ETTh1-S4-ChalDL-Grok43-Run1,ETTh1,S4,ChalDL,Grok43,1,ERROR,FAIL,,3484,model/output issue,MODEL_RETURNED_ERROR,unsupported output type: ERROR,
Part2-ETTh1-S4-ChalDL-KimiK26-Run1,ETTh1,S4,ChalDL,KimiK26,1,ERROR,FAIL,,3484,model/output issue,MODEL_RETURNED_ERROR,unsupported output type: ERROR,
Part2-ETTh1-S4-ChalML-DeepSeekV4Pro-Run1,ETTh1,S4,ChalML,DeepSeekV4Pro,1,SCRIPT,FAIL,,3484,code issue,SCRIPT_ATTRIBUTE_ERROR,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ETTh1-S4-ChalML-DeepSeekV4Pro-Run1.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ETTh1-S4-ChalML-DeepSeekV4Pro-Run1.txt
Part2-ETTh1-S4-ChalML-DeepSeekV4Pro-Run2,ETTh1,S4,ChalML,DeepSeekV4Pro,2,SCRIPT,FAIL,3404.0,3484,code issue,SCRIPT_MODEL_WARNING_OUTPUT,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ETTh1-S4-ChalML-DeepSeekV4Pro-Run2.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ETTh1-S4-ChalML-DeepSeekV4Pro-Run2.txt
Part2-ILINet-S1-Base-DeepSeekV4Pro-Run1,ILINet,S1,Base,DeepSeekV4Pro,1,SCRIPT,FAIL,252.0,261,code issue,SCRIPT_STATSMODELS_WARNING,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S1-Base-DeepSeekV4Pro-Run1.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S1-Base-DeepSeekV4Pro-Run1.txt
Part2-ILINet-S1-Base-DeepSeekV4Pro-Run2,ILINet,S1,Base,DeepSeekV4Pro,2,SCRIPT,FAIL,251.0,261,code issue,SCRIPT_STATSMODELS_WARNING,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S1-Base-DeepSeekV4Pro-Run2.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S1-Base-DeepSeekV4Pro-Run2.txt
Part2-ILINet-S1-Base-DeepSeekV4Pro-Run3,ILINet,S1,Base,DeepSeekV4Pro,3,SCRIPT,FAIL,263.0,261,model/output issue,FORECAST_PARSE_FAILURE,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S1-Base-DeepSeekV4Pro-Run3.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S1-Base-DeepSeekV4Pro-Run3.txt
Part2-ILINet-S1-Base-Grok43-Run1,ILINet,S1,Base,Grok43,1,SCRIPT,FAIL,254.0,261,model/output issue,FORECAST_PARSE_FAILURE,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S1-Base-Grok43-Run1.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S1-Base-Grok43-Run1.txt
Part2-ILINet-S1-Base-Grok43-Run2,ILINet,S1,Base,Grok43,2,SCRIPT,FAIL,254.0,261,model/output issue,FORECAST_PARSE_FAILURE,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S1-Base-Grok43-Run2.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S1-Base-Grok43-Run2.txt
Part2-ILINet-S1-Base-Grok43-Run3,ILINet,S1,Base,Grok43,3,SCRIPT,FAIL,,261,code issue,SCRIPT_TYPE_ERROR,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S1-Base-Grok43-Run3.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S1-Base-Grok43-Run3.txt
Part2-ILINet-S1-Base-KimiK26-Run1,ILINet,S1,Base,KimiK26,1,SCRIPT,FAIL,257.0,261,model/output issue,FORECAST_PARSE_FAILURE,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S1-Base-KimiK26-Run1.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S1-Base-KimiK26-Run1.txt
Part2-ILINet-S1-Base-KimiK26-Run2,ILINet,S1,Base,KimiK26,2,SCRIPT,FAIL,250.0,261,model/output issue,FORECAST_PARSE_FAILURE,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S1-Base-KimiK26-Run2.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S1-Base-KimiK26-Run2.txt
Part2-ILINet-S1-Base-KimiK26-Run3,ILINet,S1,Base,KimiK26,3,SCRIPT,FAIL,262.0,261,code issue,SCRIPT_STATSMODELS_WARNING,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S1-Base-KimiK26-Run3.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S1-Base-KimiK26-Run3.txt
Part2-ILINet-S1-ChalDL-DeepSeekV4Pro-Run1,ILINet,S1,ChalDL,DeepSeekV4Pro,1,SCRIPT,FAIL,,261,code issue,SCRIPT_TYPE_ERROR,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S1-ChalDL-DeepSeekV4Pro-Run1.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S1-ChalDL-DeepSeekV4Pro-Run1.txt
Part2-ILINet-S1-ChalDL-DeepSeekV4Pro-Run2,ILINet,S1,ChalDL,DeepSeekV4Pro,2,SCRIPT,FAIL,251.0,261,code issue,SCRIPT_TORCH_WARNING,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S1-ChalDL-DeepSeekV4Pro-Run2.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S1-ChalDL-DeepSeekV4Pro-Run2.txt
Part2-ILINet-S1-ChalDL-DeepSeekV4Pro-Run3,ILINet,S1,ChalDL,DeepSeekV4Pro,3,SCRIPT,FAIL,254.0,261,model/output issue,FORECAST_PARSE_FAILURE,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S1-ChalDL-DeepSeekV4Pro-Run3.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S1-ChalDL-DeepSeekV4Pro-Run3.txt
Part2-ILINet-S1-ChalDL-Gemini31Pro-Run3,ILINet,S1,ChalDL,Gemini31Pro,3,SCRIPT,FAIL,257.0,261,model/output issue,FORECAST_PARSE_FAILURE,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S1-ChalDL-Gemini31Pro-Run3.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S1-ChalDL-Gemini31Pro-Run3.txt
Part2-ILINet-S1-ChalDL-Grok43-Run1,ILINet,S1,ChalDL,Grok43,1,SCRIPT,FAIL,,261,code issue,SCRIPT_TORCH_ERROR,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S1-ChalDL-Grok43-Run1.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S1-ChalDL-Grok43-Run1.txt
Part2-ILINet-S1-ChalDL-Grok43-Run2,ILINet,S1,ChalDL,Grok43,2,SCRIPT,FAIL,,261,code issue,SCRIPT_TYPE_ERROR,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S1-ChalDL-Grok43-Run2.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S1-ChalDL-Grok43-Run2.txt
Part2-ILINet-S1-ChalDL-Grok43-Run3,ILINet,S1,ChalDL,Grok43,3,SCRIPT,FAIL,255.0,261,model/output issue,FORECAST_PARSE_FAILURE,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S1-ChalDL-Grok43-Run3.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S1-ChalDL-Grok43-Run3.txt
Part2-ILINet-S1-ChalDL-KimiK26-Run1,ILINet,S1,ChalDL,KimiK26,1,SCRIPT,FAIL,262.0,261,model/output issue,FORECAST_PARSE_FAILURE,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S1-ChalDL-KimiK26-Run1.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S1-ChalDL-KimiK26-Run1.txt
Part2-ILINet-S1-ChalDL-KimiK26-Run2,ILINet,S1,ChalDL,KimiK26,2,SCRIPT,FAIL,262.0,261,code issue,SCRIPT_TORCH_WARNING,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S1-ChalDL-KimiK26-Run2.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S1-ChalDL-KimiK26-Run2.txt
Part2-ILINet-S1-ChalDL-KimiK26-Run3,ILINet,S1,ChalDL,KimiK26,3,SCRIPT,FAIL,262.0,261,model/output issue,FORECAST_PARSE_FAILURE,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S1-ChalDL-KimiK26-Run3.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S1-ChalDL-KimiK26-Run3.txt
Part2-ILINet-S1-ChalML-DeepSeekV4Pro-Run1,ILINet,S1,ChalML,DeepSeekV4Pro,1,SCRIPT,FAIL,251.0,261,model/output issue,FORECAST_PARSE_FAILURE,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S1-ChalML-DeepSeekV4Pro-Run1.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S1-ChalML-DeepSeekV4Pro-Run1.txt
Part2-ILINet-S1-ChalML-DeepSeekV4Pro-Run2,ILINet,S1,ChalML,DeepSeekV4Pro,2,SCRIPT,FAIL,251.0,261,model/output issue,FORECAST_PARSE_FAILURE,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S1-ChalML-DeepSeekV4Pro-Run2.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S1-ChalML-DeepSeekV4Pro-Run2.txt
Part2-ILINet-S1-ChalML-DeepSeekV4Pro-Run3,ILINet,S1,ChalML,DeepSeekV4Pro,3,SCRIPT,FAIL,,261,code issue,SCRIPT_ATTRIBUTE_ERROR,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S1-ChalML-DeepSeekV4Pro-Run3.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S1-ChalML-DeepSeekV4Pro-Run3.txt
Part2-ILINet-S1-ChalML-Grok43-Run1,ILINet,S1,ChalML,Grok43,1,SCRIPT,FAIL,,261,code issue,SCRIPT_TYPE_ERROR,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S1-ChalML-Grok43-Run1.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S1-ChalML-Grok43-Run1.txt
Part2-ILINet-S1-ChalML-Grok43-Run2,ILINet,S1,ChalML,Grok43,2,SCRIPT,FAIL,,261,code issue,SCRIPT_TYPE_ERROR,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S1-ChalML-Grok43-Run2.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S1-ChalML-Grok43-Run2.txt
Part2-ILINet-S1-ChalML-Grok43-Run3,ILINet,S1,ChalML,Grok43,3,SCRIPT,FAIL,,261,code issue,SCRIPT_TYPE_ERROR,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S1-ChalML-Grok43-Run3.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S1-ChalML-Grok43-Run3.txt
Part2-ILINet-S1-ChalML-KimiK26-Run3,ILINet,S1,ChalML,KimiK26,3,SCRIPT,FAIL,262.0,261,model/output issue,FORECAST_PARSE_FAILURE,previous script execution failed; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S1-ChalML-KimiK26-Run3.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S1-ChalML-KimiK26-Run3.txt
Part2-ILINet-S2-Base-ClaudeOpus47-Run1,ILINet,S2,Base,ClaudeOpus47,1,SCRIPT,FAIL,,261,runtime/infra issue,TIMEOUT,script timed out after 900s; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S2-Base-ClaudeOpus47-Run1.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S2-Base-ClaudeOpus47-Run1.txt
Part2-ILINet-S2-Base-ClaudeOpus47-Run2,ILINet,S2,Base,ClaudeOpus47,2,SCRIPT,FAIL,,261,runtime/infra issue,TIMEOUT,script timed out after 900s; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S2-Base-ClaudeOpus47-Run2.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S2-Base-ClaudeOpus47-Run2.txt
Part2-ILINet-S2-Base-ClaudeOpus47-Run3,ILINet,S2,Base,ClaudeOpus47,3,SCRIPT,FAIL,,261,runtime/infra issue,TIMEOUT,script timed out after 900s; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S2-Base-ClaudeOpus47-Run3.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S2-Base-ClaudeOpus47-Run3.txt
Part2-ILINet-S2-Base-DeepSeekV4Pro-Run1,ILINet,S2,Base,DeepSeekV4Pro,1,SCRIPT,FAIL,,261,runtime/infra issue,TIMEOUT,script timed out after 900s; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S2-Base-DeepSeekV4Pro-Run1.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S2-Base-DeepSeekV4Pro-Run1.txt
Part2-ILINet-S2-Base-DeepSeekV4Pro-Run2,ILINet,S2,Base,DeepSeekV4Pro,2,SCRIPT,FAIL,,261,runtime/infra issue,TIMEOUT,script timed out after 900s; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S2-Base-DeepSeekV4Pro-Run2.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S2-Base-DeepSeekV4Pro-Run2.txt
Part2-ILINet-S2-Base-DeepSeekV4Pro-Run3,ILINet,S2,Base,DeepSeekV4Pro,3,SCRIPT,FAIL,,261,runtime/infra issue,TIMEOUT,script timed out after 900s; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S2-Base-DeepSeekV4Pro-Run3.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S2-Base-DeepSeekV4Pro-Run3.txt
Part2-ILINet-S2-Base-GPT55-Run1,ILINet,S2,Base,GPT55,1,SCRIPT,FAIL,,261,runtime/infra issue,TIMEOUT,script timed out after 900s; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S2-Base-GPT55-Run1.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S2-Base-GPT55-Run1.txt
Part2-ILINet-S2-Base-GPT55-Run2,ILINet,S2,Base,GPT55,2,SCRIPT,FAIL,,261,runtime/infra issue,TIMEOUT,script timed out after 900s; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S2-Base-GPT55-Run2.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S2-Base-GPT55-Run2.txt
Part2-ILINet-S2-Base-GPT55-Run3,ILINet,S2,Base,GPT55,3,SCRIPT,FAIL,,261,runtime/infra issue,TIMEOUT,script timed out after 900s; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S2-Base-GPT55-Run3.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S2-Base-GPT55-Run3.txt
Part2-ILINet-S2-Base-Gemini31Pro-Run1,ILINet,S2,Base,Gemini31Pro,1,SCRIPT,FAIL,,261,runtime/infra issue,TIMEOUT,script timed out after 900s; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S2-Base-Gemini31Pro-Run1.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S2-Base-Gemini31Pro-Run1.txt
Part2-ILINet-S2-Base-Gemini31Pro-Run2,ILINet,S2,Base,Gemini31Pro,2,SCRIPT,FAIL,,261,runtime/infra issue,TIMEOUT,script timed out after 900s; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S2-Base-Gemini31Pro-Run2.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S2-Base-Gemini31Pro-Run2.txt
Part2-ILINet-S2-Base-Gemini31Pro-Run3,ILINet,S2,Base,Gemini31Pro,3,SCRIPT,FAIL,,261,runtime/infra issue,TIMEOUT,script timed out after 900s; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S2-Base-Gemini31Pro-Run3.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S2-Base-Gemini31Pro-Run3.txt
Part2-ILINet-S2-Base-Grok43-Run1,ILINet,S2,Base,Grok43,1,SCRIPT,FAIL,,261,runtime/infra issue,TIMEOUT,script timed out after 900s; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S2-Base-Grok43-Run1.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S2-Base-Grok43-Run1.txt
Part2-ILINet-S2-Base-Grok43-Run2,ILINet,S2,Base,Grok43,2,SCRIPT,FAIL,,261,runtime/infra issue,TIMEOUT,script timed out after 900s; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S2-Base-Grok43-Run2.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S2-Base-Grok43-Run2.txt
Part2-ILINet-S2-Base-Grok43-Run3,ILINet,S2,Base,Grok43,3,SCRIPT,FAIL,,261,runtime/infra issue,TIMEOUT,script timed out after 900s; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S2-Base-Grok43-Run3.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S2-Base-Grok43-Run3.txt
Part2-ILINet-S2-Base-KimiK26-Run1,ILINet,S2,Base,KimiK26,1,SCRIPT,FAIL,,261,runtime/infra issue,TIMEOUT,script timed out after 900s; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S2-Base-KimiK26-Run1.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S2-Base-KimiK26-Run1.txt
Part2-ILINet-S2-Base-KimiK26-Run2,ILINet,S2,Base,KimiK26,2,SCRIPT,FAIL,,261,runtime/infra issue,TIMEOUT,script timed out after 900s; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S2-Base-KimiK26-Run2.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S2-Base-KimiK26-Run2.txt
Part2-ILINet-S2-Base-KimiK26-Run3,ILINet,S2,Base,KimiK26,3,SCRIPT,FAIL,,261,runtime/infra issue,TIMEOUT,script timed out after 900s; see D:\UET\KLTN\llm-ts-protocolbench\results\part2-interactive-llm-forecasting\execution-logs\Part2-ILINet-S2-Base-KimiK26-Run3.txt,results/part2-interactive-llm-forecasting/execution-logs/Part2-ILINet-S2-Base-KimiK26-Run3.txt
