file_id,dataset,scenario,branch,llm_version,run_id,expected_requirements,supported_requirements,unsupported_requirements,turn2_semantic_values,turn3_implementation_values,semantic_compliance,implementation_compliance,fully_semantic_compliant,fully_implementation_compliant,t2_semantic_retraining_correct,t2_semantic_ground_truth_correct,t2_semantic_blockwise_correct,t3_implementation_retraining_correct,t3_implementation_ground_truth_correct,t3_implementation_blockwise_correct,expected_retraining,expected_ground_truth,expected_blockwise,expected_multistep,execution_success
Part2-AirPassengers-S3-ChalDL-Gemini31Pro-Run1,AirPassengers,S3,ChalDL,Gemini31Pro,1,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": false, ""retraining"": false}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",0.0,50.0,False,False,False,False,,False,True,,True,True,,True,True
Part2-AirPassengers-S3-ChalDL-Gemini31Pro-Run2,AirPassengers,S3,ChalDL,Gemini31Pro,2,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": false, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",50.0,50.0,False,False,True,False,,False,True,,True,True,,True,True
Part2-AirPassengers-S3-ChalDL-Gemini31Pro-Run3,AirPassengers,S3,ChalDL,Gemini31Pro,3,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": false, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",50.0,50.0,False,False,True,False,,False,True,,True,True,,True,False
Part2-AirPassengers-S3-ChalDL-GPT55-Run1,AirPassengers,S3,ChalDL,GPT55,1,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",100.0,50.0,True,False,True,True,,False,True,,True,True,,True,True
Part2-AirPassengers-S3-ChalDL-GPT55-Run2,AirPassengers,S3,ChalDL,GPT55,2,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",100.0,50.0,True,False,True,True,,False,True,,True,True,,True,True
Part2-AirPassengers-S3-ChalDL-GPT55-Run3,AirPassengers,S3,ChalDL,GPT55,3,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",100.0,50.0,True,False,True,True,,False,True,,True,True,,True,True
Part2-AirPassengers-S3-ChalDL-Grok43-Run1,AirPassengers,S3,ChalDL,Grok43,1,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",100.0,50.0,True,False,True,True,,False,True,,True,True,,True,True
Part2-AirPassengers-S3-ChalDL-Grok43-Run2,AirPassengers,S3,ChalDL,Grok43,2,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",100.0,50.0,True,False,True,True,,False,True,,True,True,,True,True
Part2-AirPassengers-S3-ChalDL-Grok43-Run3,AirPassengers,S3,ChalDL,Grok43,3,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",100.0,50.0,True,False,True,True,,False,True,,True,True,,True,True
Part2-AirPassengers-S3-ChalDL-KimiK26-Run1,AirPassengers,S3,ChalDL,KimiK26,1,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": false, ""retraining"": false}","{""blockwise"": true, ""ground_truth"": false, ""retraining"": false}",0.0,0.0,False,False,False,False,,False,False,,True,True,,True,False
Part2-AirPassengers-S3-ChalDL-KimiK26-Run2,AirPassengers,S3,ChalDL,KimiK26,2,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": false, ""retraining"": false}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",0.0,50.0,False,False,False,False,,False,True,,True,True,,True,False
Part2-AirPassengers-S3-ChalDL-KimiK26-Run3,AirPassengers,S3,ChalDL,KimiK26,3,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": false, ""retraining"": false}",100.0,0.0,True,False,True,True,,False,False,,True,True,,True,False
Part2-AirPassengers-S3-ChalML-ClaudeOpus47-Run1,AirPassengers,S3,ChalML,ClaudeOpus47,1,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": true, ""retraining"": false}","{""blockwise"": true, ""ground_truth"": false, ""retraining"": true}",50.0,50.0,False,False,False,True,,True,False,,True,True,,True,True
Part2-AirPassengers-S3-ChalML-ClaudeOpus47-Run2,AirPassengers,S3,ChalML,ClaudeOpus47,2,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": true}",100.0,100.0,True,True,True,True,,True,True,,True,True,,True,True
Part2-AirPassengers-S3-ChalML-ClaudeOpus47-Run3,AirPassengers,S3,ChalML,ClaudeOpus47,3,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": false, ""retraining"": true}",100.0,50.0,True,False,True,True,,True,False,,True,True,,True,True
Part2-AirPassengers-S3-ChalML-DeepSeekV4Pro-Run1,AirPassengers,S3,ChalML,DeepSeekV4Pro,1,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": false, ""retraining"": false}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": true}",0.0,100.0,False,True,False,False,,True,True,,True,True,,True,True
Part2-AirPassengers-S3-ChalML-DeepSeekV4Pro-Run2,AirPassengers,S3,ChalML,DeepSeekV4Pro,2,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": false, ""retraining"": false}",100.0,0.0,True,False,True,True,,False,False,,True,True,,True,True
Part2-AirPassengers-S3-ChalML-DeepSeekV4Pro-Run3,AirPassengers,S3,ChalML,DeepSeekV4Pro,3,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": false, ""retraining"": false}","{""blockwise"": true, ""ground_truth"": false, ""retraining"": false}",0.0,0.0,False,False,False,False,,False,False,,True,True,,True,True
Part2-AirPassengers-S3-ChalML-Gemini31Pro-Run1,AirPassengers,S3,ChalML,Gemini31Pro,1,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": false, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": false, ""retraining"": true}",50.0,50.0,False,False,True,False,,True,False,,True,True,,True,False
Part2-AirPassengers-S3-ChalML-Gemini31Pro-Run2,AirPassengers,S3,ChalML,Gemini31Pro,2,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": false, ""retraining"": true}",100.0,50.0,True,False,True,True,,True,False,,True,True,,True,False
Part2-AirPassengers-S3-ChalML-Gemini31Pro-Run3,AirPassengers,S3,ChalML,Gemini31Pro,3,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": false, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": true}",50.0,100.0,False,True,True,False,,True,True,,True,True,,True,True
Part2-AirPassengers-S3-ChalML-GPT55-Run1,AirPassengers,S3,ChalML,GPT55,1,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": true, ""retraining"": false}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": true}",50.0,100.0,False,True,False,True,,True,True,,True,True,,True,True
Part2-AirPassengers-S3-ChalML-GPT55-Run2,AirPassengers,S3,ChalML,GPT55,2,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": true, ""retraining"": false}","{""blockwise"": true, ""ground_truth"": false, ""retraining"": true}",50.0,50.0,False,False,False,True,,True,False,,True,True,,True,True
Part2-AirPassengers-S3-ChalML-GPT55-Run3,AirPassengers,S3,ChalML,GPT55,3,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": true, ""retraining"": false}","{""blockwise"": true, ""ground_truth"": false, ""retraining"": true}",50.0,50.0,False,False,False,True,,True,False,,True,True,,True,True
Part2-AirPassengers-S3-ChalML-Grok43-Run1,AirPassengers,S3,ChalML,Grok43,1,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": false, ""retraining"": true}",100.0,50.0,True,False,True,True,,True,False,,True,True,,True,True
Part2-AirPassengers-S3-ChalML-Grok43-Run2,AirPassengers,S3,ChalML,Grok43,2,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",100.0,50.0,True,False,True,True,,False,True,,True,True,,True,True
Part2-AirPassengers-S3-ChalML-Grok43-Run3,AirPassengers,S3,ChalML,Grok43,3,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",100.0,50.0,True,False,True,True,,False,True,,True,True,,True,True
Part2-AirPassengers-S3-ChalML-KimiK26-Run1,AirPassengers,S3,ChalML,KimiK26,1,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": false, ""retraining"": false}","{""blockwise"": true, ""ground_truth"": false, ""retraining"": false}",0.0,0.0,False,False,False,False,,False,False,,True,True,,True,False
Part2-AirPassengers-S3-ChalML-KimiK26-Run2,AirPassengers,S3,ChalML,KimiK26,2,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": true, ""retraining"": false}","{""blockwise"": true, ""ground_truth"": false, ""retraining"": false}",50.0,0.0,False,False,False,True,,False,False,,True,True,,True,True
Part2-AirPassengers-S3-ChalML-KimiK26-Run3,AirPassengers,S3,ChalML,KimiK26,3,retraining=True; ground_truth=True; blockwise=None; multistep=True,"retraining, ground_truth","blockwise, multistep","{""blockwise"": false, ""ground_truth"": false, ""retraining"": false}","{""blockwise"": true, ""ground_truth"": false, ""retraining"": false}",0.0,0.0,False,False,False,False,,False,False,,True,True,,True,True
Part2-AirPassengers-S4-Base-ClaudeOpus47-Run1,AirPassengers,S4,Base,ClaudeOpus47,1,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": false, ""retraining"": false}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": true}",33.3,100.0,False,True,False,False,True,True,True,True,True,True,True,True,True
Part2-AirPassengers-S4-Base-ClaudeOpus47-Run2,AirPassengers,S4,Base,ClaudeOpus47,2,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": false, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": true}",66.7,100.0,False,True,True,False,True,True,True,True,True,True,True,True,True
Part2-AirPassengers-S4-Base-ClaudeOpus47-Run3,AirPassengers,S4,Base,ClaudeOpus47,3,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": false, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": false, ""retraining"": true}",66.7,66.7,False,False,True,False,True,True,False,True,True,True,True,True,True
Part2-AirPassengers-S4-Base-DeepSeekV4Pro-Run1,AirPassengers,S4,Base,DeepSeekV4Pro,1,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": false, ""ground_truth"": false, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": true}",33.3,100.0,False,True,True,False,False,True,True,True,True,True,True,True,True
Part2-AirPassengers-S4-Base-DeepSeekV4Pro-Run2,AirPassengers,S4,Base,DeepSeekV4Pro,2,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": false, ""retraining"": false}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": true}",33.3,100.0,False,True,False,False,True,True,True,True,True,True,True,True,True
Part2-AirPassengers-S4-Base-DeepSeekV4Pro-Run3,AirPassengers,S4,Base,DeepSeekV4Pro,3,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": false, ""ground_truth"": false, ""retraining"": false}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",0.0,66.7,False,False,False,False,False,False,True,True,True,True,True,True,True
Part2-AirPassengers-S4-Base-Gemini31Pro-Run1,AirPassengers,S4,Base,Gemini31Pro,1,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": false, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": false, ""retraining"": true}",66.7,66.7,False,False,True,True,False,True,False,True,True,True,True,True,True
Part2-AirPassengers-S4-Base-Gemini31Pro-Run2,AirPassengers,S4,Base,Gemini31Pro,2,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": false, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": true}",66.7,100.0,False,True,True,False,True,True,True,True,True,True,True,True,True
Part2-AirPassengers-S4-Base-Gemini31Pro-Run3,AirPassengers,S4,Base,Gemini31Pro,3,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}","{""blockwise"": true, ""ground_truth"": false, ""retraining"": true}",66.7,66.7,False,False,False,True,True,True,False,True,True,True,True,True,True
Part2-AirPassengers-S4-Base-GPT55-Run1,AirPassengers,S4,Base,GPT55,1,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": true}",100.0,100.0,True,True,True,True,True,True,True,True,True,True,True,True,True
Part2-AirPassengers-S4-Base-GPT55-Run2,AirPassengers,S4,Base,GPT55,2,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": true}",100.0,100.0,True,True,True,True,True,True,True,True,True,True,True,True,True
Part2-AirPassengers-S4-Base-GPT55-Run3,AirPassengers,S4,Base,GPT55,3,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": true}",100.0,100.0,True,True,True,True,True,True,True,True,True,True,True,True,True
Part2-AirPassengers-S4-Base-Grok43-Run1,AirPassengers,S4,Base,Grok43,1,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": false, ""ground_truth"": true, ""retraining"": true}",100.0,66.7,True,False,True,True,True,True,True,False,True,True,True,True,True
Part2-AirPassengers-S4-Base-Grok43-Run2,AirPassengers,S4,Base,Grok43,2,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": false, ""ground_truth"": false, ""retraining"": true}",100.0,33.3,True,False,True,True,True,True,False,False,True,True,True,True,True
Part2-AirPassengers-S4-Base-Grok43-Run3,AirPassengers,S4,Base,Grok43,3,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": false, ""ground_truth"": true, ""retraining"": true}",100.0,66.7,True,False,True,True,True,True,True,False,True,True,True,True,True
Part2-AirPassengers-S4-Base-KimiK26-Run1,AirPassengers,S4,Base,KimiK26,1,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": false, ""retraining"": true}","{""blockwise"": false, ""ground_truth"": false, ""retraining"": false}",66.7,0.0,False,False,True,False,True,False,False,False,True,True,True,True,False
Part2-AirPassengers-S4-Base-KimiK26-Run2,AirPassengers,S4,Base,KimiK26,2,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": false, ""retraining"": true}","{""blockwise"": false, ""ground_truth"": false, ""retraining"": false}",66.7,0.0,False,False,True,False,True,False,False,False,True,True,True,True,False
Part2-AirPassengers-S4-Base-KimiK26-Run3,AirPassengers,S4,Base,KimiK26,3,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": false, ""retraining"": false}","{""blockwise"": false, ""ground_truth"": false, ""retraining"": false}",33.3,0.0,False,False,False,False,True,False,False,False,True,True,True,True,True
Part2-AirPassengers-S4-ChalDL-ClaudeOpus47-Run1,AirPassengers,S4,ChalDL,ClaudeOpus47,1,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": false, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",66.7,66.7,False,False,True,False,True,False,True,True,True,True,True,True,True
Part2-AirPassengers-S4-ChalDL-ClaudeOpus47-Run2,AirPassengers,S4,ChalDL,ClaudeOpus47,2,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": false, ""ground_truth"": true, ""retraining"": false}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",33.3,66.7,False,False,False,True,False,False,True,True,True,True,True,True,True
Part2-AirPassengers-S4-ChalDL-ClaudeOpus47-Run3,AirPassengers,S4,ChalDL,ClaudeOpus47,3,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": false, ""retraining"": false}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",33.3,66.7,False,False,False,False,True,False,True,True,True,True,True,True,True
Part2-AirPassengers-S4-ChalDL-DeepSeekV4Pro-Run1,AirPassengers,S4,ChalDL,DeepSeekV4Pro,1,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",66.7,66.7,False,False,False,True,True,False,True,True,True,True,True,True,True
Part2-AirPassengers-S4-ChalDL-DeepSeekV4Pro-Run2,AirPassengers,S4,ChalDL,DeepSeekV4Pro,2,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": false, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": true}",66.7,100.0,False,True,True,False,True,True,True,True,True,True,True,True,True
Part2-AirPassengers-S4-ChalDL-DeepSeekV4Pro-Run3,AirPassengers,S4,ChalDL,DeepSeekV4Pro,3,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": false, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",66.7,66.7,False,False,True,True,False,False,True,True,True,True,True,True,True
Part2-AirPassengers-S4-ChalDL-Gemini31Pro-Run1,AirPassengers,S4,ChalDL,Gemini31Pro,1,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": false, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",66.7,66.7,False,False,True,True,False,False,True,True,True,True,True,True,True
Part2-AirPassengers-S4-ChalDL-Gemini31Pro-Run2,AirPassengers,S4,ChalDL,Gemini31Pro,2,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",100.0,66.7,True,False,True,True,True,False,True,True,True,True,True,True,False
Part2-AirPassengers-S4-ChalDL-Gemini31Pro-Run3,AirPassengers,S4,ChalDL,Gemini31Pro,3,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": false, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",66.7,66.7,False,False,True,True,False,False,True,True,True,True,True,True,True
Part2-AirPassengers-S4-ChalDL-GPT55-Run1,AirPassengers,S4,ChalDL,GPT55,1,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",66.7,66.7,False,False,False,True,True,False,True,True,True,True,True,True,True
Part2-AirPassengers-S4-ChalDL-GPT55-Run2,AirPassengers,S4,ChalDL,GPT55,2,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",66.7,66.7,False,False,False,True,True,False,True,True,True,True,True,True,True
Part2-AirPassengers-S4-ChalDL-GPT55-Run3,AirPassengers,S4,ChalDL,GPT55,3,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",66.7,66.7,False,False,False,True,True,False,True,True,True,True,True,True,True
Part2-AirPassengers-S4-ChalDL-Grok43-Run1,AirPassengers,S4,ChalDL,Grok43,1,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": false, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",66.7,66.7,False,False,True,False,True,False,True,True,True,True,True,True,True
Part2-AirPassengers-S4-ChalDL-Grok43-Run2,AirPassengers,S4,ChalDL,Grok43,2,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",100.0,66.7,True,False,True,True,True,False,True,True,True,True,True,True,True
Part2-AirPassengers-S4-ChalDL-Grok43-Run3,AirPassengers,S4,ChalDL,Grok43,3,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}",100.0,66.7,True,False,True,True,True,False,True,True,True,True,True,True,True
Part2-AirPassengers-S4-ChalDL-KimiK26-Run1,AirPassengers,S4,ChalDL,KimiK26,1,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": false, ""ground_truth"": false, ""retraining"": false}",100.0,0.0,True,False,True,True,True,False,False,False,True,True,True,True,True
Part2-AirPassengers-S4-ChalDL-KimiK26-Run2,AirPassengers,S4,ChalDL,KimiK26,2,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": false, ""ground_truth"": false, ""retraining"": false}",100.0,0.0,True,False,True,True,True,False,False,False,True,True,True,True,False
Part2-AirPassengers-S4-ChalDL-KimiK26-Run3,AirPassengers,S4,ChalDL,KimiK26,3,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": false, ""ground_truth"": true, ""retraining"": true}","{""blockwise"": false, ""ground_truth"": false, ""retraining"": false}",66.7,0.0,False,False,True,True,False,False,False,False,True,True,True,True,True
Part2-AirPassengers-S4-ChalML-ClaudeOpus47-Run1,AirPassengers,S4,ChalML,ClaudeOpus47,1,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": false, ""retraining"": true}","{""blockwise"": false, ""ground_truth"": true, ""retraining"": true}",66.7,66.7,False,False,True,False,True,True,True,False,True,True,True,True,True
Part2-AirPassengers-S4-ChalML-ClaudeOpus47-Run2,AirPassengers,S4,ChalML,ClaudeOpus47,2,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": true, ""retraining"": false}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": true}",66.7,100.0,False,True,False,True,True,True,True,True,True,True,True,True,True
Part2-AirPassengers-S4-ChalML-ClaudeOpus47-Run3,AirPassengers,S4,ChalML,ClaudeOpus47,3,retraining=True; ground_truth=True; blockwise=True; multistep=True,"retraining, ground_truth, blockwise",multistep,"{""blockwise"": true, ""ground_truth"": false, ""retraining"": true}","{""blockwise"": true, ""ground_truth"": true, ""retraining"": true}",66.7,100.0,False,True,True,False,True,True,True,True,True,True,True,True,True
